key,source,Translation
Interactables::Pickups.BalinCampJournal.C,Diario de Óin,
Items::Items.StarAlloyIngot.Description,"Una barra de metal estelar, oscura y seductora como el cielo nocturno.",
Items::Items.MithrilIngot.Description,Una barra del metal más resistente y lustroso que se conoce. Una forma eficaz de almacenar mineral de mithril.,
Items::Armor.IronHills.Torso.Description,Un peto básico ideal tanto para trabajar en la mina como para defenderse. El favorito de los enanos de las Colinas de Hierro.,
Items::Consumables.Cram.Description,Una especie de galleta que se conserva bien y te permite masticar para pasar el tiempo. Restaura mucha salud.,
Items::Item.SemiPreciousGem.Onyx.Description,Una gema de color negro. ,
Items::Consumables.ElvenSecretIngredient.Description,"Una bendición de misteriosa naturaleza élfica. Es necesaria para preparar varias recetas de cerveza, comidas y raciones.",
Items::Item.SemiPreciousGem.Garnet.Description,Una gema de color rojo sangre.,
Items::Consumables.TeaFlower.Description,Una flor que se hierve para preparar una infusión rica y energizante.,
Items::Item.PreciousGem.Sapphire.Description,Una piedra preciosa de color azul.,
Items::Consumables.Eggs.Description,"Una caja sin bisagras ni cerradura ni tapa, pero con un tesoro dorado oculto en su interior.",
Items::Items.Biofuel.Description,Un combustible que se obtiene de los restos de varios animales y plantas. ,
Items::Brews.OrcMedicineBrew_Brew.Description,"Un líquido abrasador que baja por la garganta con un brillo ardiente y feroz. Aumenta temporalmente la Resistencia y la Fuerza, pero acaba causando heridas y cansancio.",
Items::EntPack.Armor.Helmet.Description,"Yelmo ceremonial de la artesanía ent de los enanos. Está inspirado en uno de los ents más añejos, Corteza. ",
Items::Item.SemiPreciousGem.Quartz.Description,"Un trozo de cristal transparente. No debe confundirse con su primo luminoso, el cuarzo verdadero.",
Items::Consumables.Meat.Description,Un trozo de carne con infinitas opciones de preparación. ,
Items::Armor.Mithril.Torso.Description,"Un abrigo elaborado con mithril festoneado y tela de primera calidad. Con lo que vale, se podría comprar un pequeño reino. No hay nada capaz de destrozar esta armadura flexible y resistente.",
Items::Weapons.Sword.Iron.Description,Un arma común forjada con hierro. Su amplia envergadura permite rajar a pequeños grupos de enemigos. Cárgala para recibir una bonificación contra un único objetivo.  ,
Items::Weapons.Axe.Iron.Description,Un arma muy común forjada al estilo de las Colinas de Hierro. Cárgala para lanzar un ataque giratorio contra los enemigos cercanos.,
Items::Cosmetics.Origins.GlitteringCaves.Torso.Description,Un atuendo cosmopolita utilizado por los habitantes de Aglarond.,
Items::Weapons.Axe.Improvised.Description,"Un hacha improvisada y rudimentaria hecha con materiales recuperados. No es muy resistente, pero resulta útil en caso de emergencia y se puede fabricar en cualquier sitio.",
Items::Weapons.Sword.Greenbeard.Description,Una combinación curiosa de metal y madera viviente que evoca la fuerza inquebrantable de los ents.,
Items::Consumables.PoisonMushroom.Description,Un hongo peligroso si no se anda con cuidado.,
Items::Ores.StarMetalOre.Description,Un trozo oscuro y escintilante de una estrella caída del cielo.,
Items::Items.Bone.Description,Un material procedente de los muertos que todavía resulta de gran utilidad para los vivos. ,
Items::Item.SemiPreciousGem.LapisLazuli.Description,Una gema de color azul oscuro. ,
Items::Consumables.Fennel.Description,Una deliciosa hierba aromática que suele cultivarse a partir de semillas.,
Items::Beorn.Armor.Torso.Description,"Abrigo elegante inspirado en los recuerdos de la Carroca. En presencia de los beórnidas, los enanos prefieren guardar esta prenda para otra ocasión, ya que este tenía cierta aversión a que se despellejasen los animales.",
Items::OrcHunter.Weapons.Axe.Description,"Hacha doble con la runa de los <Inventory.Regular.White>Ukhnashûn</> tallada. Esta arma para rituales puede otorgar trofeos al acabar con cualquier orco, trasgo, Uruk, bestia alada, dragón o trol.",
Items::Brews.Defensive_Brew.Description,"Un solo trago de esta ale, una auténtica dosis de valor en forma de cerveza, basta para que el enano que la beba sufra menos daño. Aumenta la resistencia a todo tipo de daños.",
Items::Item.PreciousGem.Ruby.Description,Una piedra preciosa de color rojo encendido.,
Items::Weapons.Hammer.Khazad.Description,Un bello ejemplo del arma de guerra favorita de los enanos. Los ejércitos de las Colinas de Hierro utilizaron una versión de hierro más pequeña en la Batalla de los Cinco Ejércitos. Cárgala para asestar un golpe desde arriba que aturde al enemigo.  ,
Items::Items.FineLeather.Description,Un trozo de cuero de la mejor calidad.,
Items::Cosmetics.Origins.CoastalMountains.Torso.Description,Un atuendo de recolección utilizado por los habitantes de más allá de Umbar.,
Items::Consumable.OatMilk.Description,Una bebida enriquecida elaborada con avena khuzdul que se usa como ingrediente en la cocina.,
Items::DT_RecipeFragments.Amazing_Shield.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.EregionElf_Set_Shield.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Grand_Shield.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.IronHills_APSet_GlovesArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.IronHills_APSet_Shield.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.IronHills_APSet_TorsoArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.APSet_ClassicHelemet.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Amazing_HelmetArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.BasicFurnace_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.BattleAxe_2h_t1.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Bedroll_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Belegost_APSet_BootsArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Belegost_APSet_GlovesArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Belegost_APSet_TorsoArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Crossbow.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Durins_Axe.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.EreborSteel_APSet_BootsArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.EreborSteel_APSet_GlovesArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.EreborSteel_APSet_HelmetArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.EreborSteel_APSet_TorsoArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.EregionElf_Set_Torso.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Foundation_Bridge_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.GreyMountains_ColdSet_BootsArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.GreyMountains_ColdSet_GlovesArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.GreyMountains_ColdSet_TorsoArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Halberd_2h_t2.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Hammer_2h_t1.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Hearth_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.ItemTinting_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Khazad_APSet_BootsArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Khazad_APSet_TorsoArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Mattock_1h_t2.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Ranged_GlovesArmor.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Rope_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.RuneCrafting_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Scaffold_Fragment.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.ShortBow.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Sword_1h_t1.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Sword_1h_t2.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Sword_1h_t3.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Sword_2h_t1.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.Sword_2h_t2.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.WarAxe_1h_t2.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.WarAxe_1h_t3.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.WarAxe_1h_t4.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.spear_1h_t1.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.spear_1h_t2.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragmetns.VenerationLamps.Description,Un fragmento de un saber olvidado.,
Items::DT_RecipeFragments.WarAxe_1h_t1.Description,Un fragmento de un saber olvidado.,
Items::Items.Consumables.ShadowCrafting.Description,Un fragmento de un antiguo artefacto enano utilizado para fabricar objetos antisombra. Se dice que son restos de la batalla de Mahal contra la sombra de Morgoth. Solo se encuentra en el centro de los conductos de sombra activos.,
Items::Consumables.Journeybread.Description,Un pan afrutado que se mantiene fresco. Llévatelo para restaurar una gran cantidad de salud mientras viajas. ,
Items::Item.SemiPreciousGem.Amber.Description,Una gema de resina anaranjada. ,
Items::Weapons.Spear.Khazad.Description,Una reluciente arma de acero khazâd utilizada por los guardias de la puerta oriental del bastión de Pozo Oscuro. Es muy eficaz para atacar rápidamente a un único objetivo. Cárgala para ejecutar una pesada estocada hacia delante. ,
Items::Item.PreciousGem.Topaz.Description,Una piedra preciosa de color dorado.,
Items::EpicPacks.AdventurersPack.Description,"Una mochila de buen tamaño, perfecta para lanzarse a la aventura. Cuanto más grande sea una mochila, más espacio tendrás en el inventario. ",
Items::Weapons.Mattock.Khazad.Description,Una gran maza que los enanos siempre tienen a mano para proteger sus casas. Resulta muy útil contra objetivos blindados. Cárgala para lanzar un gancho que aturde al enemigo.,
Items::Weapons.Battleaxe.Nogrod.Description,Una gran hacha de doble hoja con llameantes runas de poder. La leyenda dice que Dáin Pie de Hierro heredó una reliquia similar a esta que brillaba con una ardiente luz roja en la Batalla de Azanulbizar.,
Items::Items.PreciousGem.Emerald.Description,Una piedra preciosa de color verde.,
Items::Items.Scales.Description,Un puñado de escamas de distintos tipos de reptiles y dragones.,
Items::Consumable.HarshFlower.Description,Un mala hierba cuya flor constituye la base del remedio orco. ,
Items::Consumable.HealingFlower.Description,Una flor curativa conocida entre los hombres como flor del rey.,
Items::Consumables.Parsnips.Description,"Una raíz de sabor fuerte y picante, ideal para preparar purés o como acompañamiento para el té. ",
Items::Tools.Pickaxe.2H.Description,"Una pesada herramienta para la que se necesitan las dos manos, pero que puede hacer pedazos cualquier tipo de tierra o roca de Moria. Transforma a su portador en una auténtica máquina de demolición. Solo puedes llevar una obra maestra a la vez.",
Items::Armor.BelegostGold.Helmet.Description,Un yelmo al estilo de Belegost. La armadura chapada en oro <Inventory.Regular.White>amzul</> era un obsequio de los padres de clan para recompensar hazañas honorables.,
Items::Armor.BelegostBlack.Helmet.Description,Un yelmo al estilo de Belegost. El estilo <Inventory.Regular.White>masharuz</> lo llevaban los enanos de luto en misiones de venganza.,
Items::Armor.BelegostWhite.Helmet.Description,"Un yelmo al estilo de Belegost. Tradicionalmente, los enanos llevaban la pintura <Inventory.Regular.White>shayar</> en los peregrinajes.",
Items::Cosmetics.Origins.BlueMountains.Torso.Description,Un atuendo de caza utilizado por los habitantes de la región de Ered Luin.,
Items::Item.PreciousGem.PinkOpal.Description,Una piedra preciosa de un intenso color rosado.,
Items::Weapons.Sword.Steel.Description,"Una espada afilada, forjada con el resistente acero de Erebor y con incrustaciones de piedras semipreciosas. Su gran envergadura permite atacar a varios enemigos a la vez. Cárgala para recibir una bonificación contra un único objetivo.",
Items::Item.RopeLadder.Description,Una escalera para grandes subidas y descensos. ,
Items::EpicPacks.AdventurersPack.Large.Description,Una mochila que ofrece el máximo espacio en el inventario. ,
Items::Consumables.Sunion.Description,Un bulbo grande de sabor dulce y picante que crece en zonas iluminadas. ,
Items::Consumables.IceCabbage.Description,Una verdura de hoja que aporta un agradable toque crujiente a los platos. ,
Items::Weapons.Sword.FamousElven.Description,Un arma legendaria forjada antaño por Narvi y Celebrimbor que se creía perdida en el tiempo.,
Items::Items.Leather.Description,"Un corte de piel curtida que se emplea para fabricar ropa, armas y armaduras. ",
Items::Armor.Khazad.Helmet.Description,Una simple fila de enanos ataviados con estos yelmos con cuernos es suficiente para infundir miedo en el corazón de los enemigos.,
Items::Weapons.Greatsword.FirstAge.Description,Un diseño perdido de una espada de gran alcance. Golpea a muchos enemigos a la vez o a un solo objetivo más grande para causar un daño considerable. Cárgala para lanzar un mandoble contra cualquier cosa que esté a tu alcance. ,
Items::Item.OrcKey.Description,Una llave improvisada hecha de hueso y chatarra.,
Items::Tools.Pickaxe.Basic.Description,Un pico improvisado para extraer y excavar roca y tierra blanda. Destruye fácilmente objetos inservibles y ruinas. ,
Items::Weapons.Battleaxe.FirstAge.Description,"Esta colosal arma antigua se compone de una mezcla de acero y plata. Aunque es lenta, puede aturdir a los enemigos. Cárgala para lanzar un tajo ascendente que quita muchísima salud a los objetivos grandes.",
